"id","player_id","first_name","last_name","hand","dob","height"
"127639",207536,"Carla","Rodriguez","U","1972-05-29",0
"127640",207537,"Sussy","Boyanovich","U","1973-07-10",0
"127641",207538,"Vanessa","Gutierrez","U","1986-05-15",0
"127642",207539,"Jennifer","Fiers","U","1975-08-23",0
"127643",207540,"Arianne","Gajasan","U","1984-09-16",0
"127644",207541,"Ziarla","Battad","U","1983-09-03",0
"127645",207542,"Kristel Ann","Samala","U","1986-01-27",0
"127646",207543,"Jennifer","Saret","U","1974-12-12",170
"127647",207544,"Deena Rose","Cruz","U","1983-03-12",0
"127648",207545,"Geminesse","Co","U","1981-05-25",0
"127649",207546,"Madoka","Suzuki","U","1981-05-22",0
"127650",207547,"Josephine","Paguyo","U","1967-06-02",0
"127651",207548,"Audrey","Banada","U","1985-04-30",0
"127652",207549,"Hye Jeong","Kim","U","1972-06-25",0
"127653",207550,"Chotika","Wannachinda","U","1978-12-08",0
"127654",207551,"Anna Patricia","Santos","U","1980-01-06",0
"127655",207552,"Pamela","Floro","U","1979-08-18",160
"127656",207553,"Maria Lovella","Catalan","U","1975-07-20",0
"127657",207554,"Cristina","Bengzon","U","1978-02-17",0
"127658",207555,"Sommer","Bisagas","U","1979-05-26",0
"127659",207556,"Yi Ying","Lai","U","1981-05-01",0
"127660",207557,"Charise","Godoy","U","1984-03-16",0
"127661",207558,"Divina","Escala","U","1976-05-18",0
"127662",207559,"Julie Ann","Cadiente","U","1984-07-01",0
"127663",207560,"Prariyawan","Ratanakrong","U","1984-01-03",0
"127664",207561,"Stephanie","Kimura","U","1981-11-22",0
"127665",207562,"Fleida Jan","Pila","U","1982-01-13",0
"127666",207563,"Katarzyna","Walukiewicz","U","1983-01-30",0
"127667",207564,"Joanna","Zyndzo","U","1983-07-01",0
"127668",207565,"Nicole","Oomens","U","1977-09-02",0
"127669",207566,"Dorota","Glowacka","U","1977-06-08",0
"127670",207567,"Agata","Odachowska","U","1978-02-18",0
"127671",207568,"Monika","Brzuskiewicz","U","1979-07-06",0
"127672",207569,"Marta","Jedrzejak","U","1980-05-16",0
"127673",207570,"Malgorzata","Kanabus","U","1983-03-25",0
"127674",207571,"Anna","Yenyk","U","1982-12-22",0
"127675",207572,"Agata","Werblinska","U","1972-10-09",0
"127676",207573,"Magdalena","Mrozek","U","1981-09-16",0
"127677",207574,"Milena","Kornil","U","1976-05-17",0
"127678",207575,"Karolina","Zmyslowska","U","1979-12-11",0
"127679",207576,"Monika","Gieczys","U","1981-02-01",0
"127680",207577,"Magdalena","Kurzacz","U","1980-07-07",0
"127681",207578,"Johanna","Engstrom","U","1979-10-10",0
"127682",207579,"Rute","Almeida","U","1977-10-13",0
"127683",207580,"Pia","De Robertis","U","1981-09-05",0
"127684",207581,"Viviana","Mracnova Burgess","U","1979-04-01",0
"127685",207582,"Silvana","Reis","U","1980-10-27",0
"127686",207583,"Katrina","Bandere","U","1984-10-10",0
"127687",207584,"Gisela","Quental","U","1969-12-20",0
"127688",207585,"Raquel","Rodrigues","U","1980-04-09",0
"127689",207586,"Andreia","Pires","U","1979-09-29",0
"127690",207587,"Isabel","Santos","U","1978-09-03",0
"127691",207588,"Cristina","Sampaio","U","1983-09-29",0
"127692",207589,"Denise","Ferreira","U","1983-05-17",0
"127693",207590,"Magda","Leal","U","1976-06-17",0
"127694",207591,"Bruna","Gelbecke","U","1984-05-31",0
"127695",207592,"Michaela","Beck","U","1984-04-07",0
"127696",207593,"Stephanie","Balzert","U","1982-01-08",0
"127697",207594,"Elena","De Mendoza","U","1981-05-03",0
"127698",207595,"Marjorie","Gantman","U","1975-05-03",0
"127699",207596,"Kornelia","Varro","U","1979-07-05",0
"127700",207597,"Mirja","Cuntz","U","1982-04-16",0
"127701",207598,"Henrike","Voigt","U","1982-03-22",0
"127702",207599,"Lucia","Halty","U","1982-10-07",0
"127703",207600,"Vanessa","Rebelo","U","1981-04-02",0
"127704",207601,"Lorena","Barbero","U","1982-11-30",0
"127705",207602,"Alexandra","Orasanu","U","1986-02-16",0
"127706",207603,"Bianca","Dulgheru","U","1985-07-05",0
"127707",207604,"Alexandra","Zotta","U","1982-10-02",0
"127708",207605,"Alina","Stroiu","U","1978-09-14",0
"127709",207606,"Mihaela","Ghica","U","1975-11-12",0
"127710",207607,"Maria","Popescu","U","1974-12-05",0
"127711",207608,"Gabriela","Radu","U","1975-06-03",0
"127712",207609,"Sorana","Mastan","U","1979-07-13",0
"127713",207610,"Silvana","Barna","U","1979-03-16",0
"127714",207611,"Daniela","Ivana","U","1969-10-10",0
"127715",207612,"Simona","Graniceru","U","1981-01-27",0
"127716",207613,"Alina","Bileca","U","1982-05-08",0
"127717",207614,"Ivona","Sereja","U","1981-09-10",0
"127718",207615,"Adriana","Mingireanu","U","1977-04-03",0
"127719",207616,"Diana","Vuchinger","U","1982-10-25",0
"127720",207617,"Tarryn","Rudman","R","1985-06-14",0
"127721",207618,"Katrien","Scott","U","1983-04-28",0
"127722",207619,"Amanda","Weinhold","U","1975-03-26",0
"127723",207620,"Karen","Losch","U","1970-09-12",0
"127724",207621,"Delene","Ackron","U","1974-09-17",0
"127725",207622,"Karin","Coetzee","U","1983-09-28",0
"127726",207623,"Jessica","Hubbard","U","1985-01-24",0
"127727",207624,"Mia","Van Rooyen","U","1984-02-06",0
"127728",207625,"Aina","Rafolomanantsiatosika","U","1981-04-27",0
"127729",207626,"Marise","Botha","U","1985-01-25",0
"127730",207627,"Yolandi","Beukes","U","1982-03-19",0
"127731",207628,"Claire","Adamini","U","1973-04-18",0
"127732",207629,"Carien","Venter","U","1981-04-22",0
"127733",207630,"Joanna","Carlson","U","1983-12-12",0
"127734",207631,"Matilda","David","U","1978-07-13",0
"127735",207632,"Nicola","Koopman","U","1980-12-18",0
"127736",207633,"Lucinda","Gibbs","R","1976-01-02",0
"127737",207634,"Hayley","Rudman","U","1984-07-12",0
"127738",207635,"Christi","Wagenaar","U","1980-05-28",0
"127739",207636,"Inge","Weirich","U","1982-01-25",0
"127740",207637,"Julie","Mansour","U","1976-08-15",0
"127741",207638,"Theresa","Swart","U","1973-05-12",0
"127742",207639,"Yolandi","Rogers","U","1982-02-13",0
"127743",207640,"Laura","White","R","1980-07-02",0
"127744",207641,"Paula","Wakefield","U","1980-11-27",0
"127745",207642,"Karen","Bacon","U","1972-06-19",0
"127746",207643,"Brenda","Thomas","U","1972-04-03",0
"127747",207644,"Martie","De Villiers","U","1973-11-10",0
"127748",207645,"Igna","De Villiers","U","1981-03-24",0
"127749",207646,"Leoni","Weirich","U","1980-07-04",0
"127750",207647,"Tamara","Day","R","1984-08-09",0
"127751",207648,"Elena","Silina","U","1984-04-10",0
"127752",207649,"Ekaterina","Koubinina","U","1985-10-30",0
"127753",207650,"Anastasia","Belova","U","1985-09-17",0
"127754",207651,"Ajda","Klevisar","U","1977-09-14",0
"127755",207652,"Nina","Joksovic","U","1983-01-19",0
"127756",207653,"Mateja","Ogrizek","U","1979-09-04",0
"127757",207654,"Barbara","Keller","U","1979-01-16",0
"127758",207655,"Barbara","Privrel","U","1979-03-20",0
"127759",207656,"Christelle","Antille","U","1983-03-14",0
"127760",207657,"Davina","Duronio","U","1983-02-26",0
"127761",207658,"Ginette","Kaempf","U","1962-12-22",0
"127762",207659,"Elisabetta","Gianella","U","1985-03-29",0
"127763",207660,"Yvonne","Stratmann","U","1979-05-06",0
"127764",207661,"Lenka","Vlachynska","U","1979-10-25",0
"127765",207662,"Alena","Bencova","U","1981-03-31",0
"127766",207663,"Kristina","Jarkenstedt","U","1983-02-05",0
"127767",207664,"Anja","Tragardh","U","1978-04-21",0
"127768",207665,"Mia","Paavilainen","U","1982-10-26",0
"127769",207666,"Linn","Ronnberg","U","1982-03-07",0
"127770",207667,"Suzana","Maksovic","U","1983-08-12",0
"127771",207668,"Michaela","Larsson","U","1982-07-02",0
"127772",207669,"Klara","Petersson","U","1983-11-17",0
"127773",207670,"Joneca","Meurling","U","1984-06-02",0
"127774",207671,"Beatrice","Banila","U","1983-01-24",0
"127775",207672,"Andrea","Munch Hermansen","U","1981-09-09",0
"127776",207673,"Sunthree","Arphanukul","U","1985-06-08",0
"127777",207674,"Rattiya","Hiranrat","U","1983-11-08",0
"127778",207675,"Bo Ra","Choi","U","1981-02-03",0
"127779",207676,"Kanistha","Sritawan","U","1984-12-15",0
"127780",207677,"Daowadueng","Phonkan","U","1986-10-18",0
"127781",207678,"Karamontree","Siriluethaiwattana","U","1984-12-15",0
"127782",207679,"Cattaleeya","Wisesrat","U","1982-08-29",0
"127783",207680,"Phornsarin","Tovisitchai","U","1980-01-05",0
"127784",207681,"Busrin","Boontemleaw","U","1980-05-12",0
"127785",207682,"Lucy","Altman","U","1978-01-10",0
"127786",207683,"Napanant","Montkhongtham","U","1981-06-20",0
"127787",207684,"Jetpisit","Lertsirisumpan","U","1981-07-07",0
"127788",207685,"Patamika","Phongsuramas","U","1975-09-04",0
"127789",207686,"Sareewan","Wattanadechachan","U","1981-09-23",0
"127790",207687,"Natyanee","Tanawsri","U","1978-02-26",0
"127791",207688,"Sasiwan","Pimonrat","U","1982-06-15",0
"127792",207689,"Chie","Kudo","U","1974-10-02",0
"127793",207690,"Chutima","Toma","U","1980-10-17",0
"127794",207691,"Pornrampha","Pramualsuk","U","1984-05-10",0
"127795",207692,"Wan Ching","Tuan","R","1982-05-04",0
"127796",207693,"Lobena","Cherif","U","1977-07-02",0
"127797",207694,"Monia","Belghith","U","1979-05-14",0
"127798",207695,"Issem","Essaies","U","1972-08-23",0
"127799",207696,"Imen","Ben Larbi","U","1977-12-17",0
"127800",207697,"Ines","Mzoughi","U","1982-01-04",0
"127801",207698,"Aicha","Ferjani","U","1974-02-03",0
"127802",207699,"Merve","Asimgil","U","1984-03-11",0
"127803",207700,"Seden","Ozlu","U","1979-03-06",0
"127804",207701,"Nikoleta","Pritargova","U","1978-09-04",0
"127805",207702,"Stela","Penciu","R","1970-05-01",0
"127806",207703,"Deniz","Emre","U","1981-11-02",0
"127807",207704,"Serra","Olgac","U","1983-08-30",0
"127808",207705,"Asli","Kocaoemer","U","1976-03-10",0
"127809",207706,"Nazan","Arsal","U","1981-07-20",0
"127810",207707,"Zeynep","Gurkaynak","U","1981-05-04",0
"127811",207708,"Merve","Koksal","U","1984-02-09",0
"127812",207709,"Ruya","Inalpulat","U","1986-01-02",0
"127813",207710,"Gulshah","Esen","U","1985-01-08",0
"127814",207711,"Sanem","Irem","U","1984-11-22",0
"127815",207712,"Andreea Mihaela","Matei","U","1983-11-07",0
"127816",207713,"Yasemin","Elgi","U","1985-10-22",0
"127817",207714,"Sirma Aysen","Bingeli","U","1985-09-20",0
"127818",207715,"Tijana","Stojkovic","U","1983-07-18",0
"127819",207716,"Zeynep Melis","Altinay","U","1985-03-12",0
"127820",207717,"Tanja","Schugt","U","1981-09-20",0
"127821",207718,"Antonia","Steinmetz","U","1983-01-01",0
"127822",207719,"Ekaterina","Ostapenko","R","1983-11-26",0
"127823",207720,"Olga","Pasichnichenko","L","1985-03-05",0
"127824",207721,"Katerina","Romanenko","U","1982-08-24",0
"127825",207722,"Olena","Tsutskova","R","1985-08-30",0
"127826",207723,"Anna","Komarova","U","1981-01-15",0
"127827",207724,"Elena","Jirnova","U","1981-03-28",0
"127828",207725,"Victoria","Broyak","U","1981-09-08",0
"127829",207726,"Diana","Tchkouasselli","U","1981-01-04",0
"127830",207727,"Agustina","Arechavaleta","R","1984-11-01",0
"127831",207728,"Irene","Gutierrez","U","1983-01-29",0
"127832",207729,"Maria Carolina","Torres","U","1979-04-02",0
"127833",207730,"Maria Teresa","Ruiz","U","1971-11-06",0
"127834",207731,"Jimena","Fernandez","U","1982-01-28",0
"127835",207732,"Katie","Mcglennen","U","1977-05-27",0
"127836",207733,"Aimee","Smith","U","1982-01-10",0
"127837",207734,"Megan","Yeats","U","1981-05-19",0
"127838",207735,"April","Gabler","U","1978-11-29",0
"127839",207736,"Maren","Haus","U","1979-11-06",0
"127840",207737,"Sarah","Scaringe","U","1978-05-14",0
"127841",207738,"Marie Ange","Koami","U","1978-01-14",0
"127842",207739,"Dina","Basil","U","1968-04-06",0
"127843",207740,"Margaret","Schnakenburg","U","1976-07-07",0
"127844",207741,"Mary Beth","Maggart","U","1976-03-29",0
"127845",207742,"Milica","Stamenic","U","1982-04-15",0
"127846",207743,"Patricia","Chang","U","1984-10-20",0
"127847",207744,"Ashley","Robards","U","1982-12-29",0
"127848",207745,"Kathryn","Sell","U","1979-02-25",0
"127849",207746,"Leslie","Harvey","U","1981-07-18",0
"127850",207747,"Becky","Brown","U","1964-08-01",0
"127851",207748,"Julie","Rotondi","U","1981-12-23",0
"127852",207749,"Danielle","Lund","U","1978-11-10",0
"127853",207750,"Marina","Bernshtein","R","1984-10-03",0
"127854",207751,"Terri","Gaskill","U","1965-04-02",0
"127855",207752,"Sonja","Vidas","U","1982-01-28",0
"127856",207753,"Amy","Alcini","U","1968-12-15",0
"127857",207754,"Douglas","Wink","U","1984-05-22",0
"127858",207755,"Sara","Anundsen","U","1985-06-21",168
"127859",207756,"Karla","Porter","U","1977-03-18",0
"127860",207757,"Kristin","Cargill","U","1984-11-30",0
"127861",207758,"Caroline","Neves","U","1984-02-04",0
"127862",207759,"Kristin","Lam","U","1981-07-05",0
"127863",207760,"Bonnie","Baird","U","1985-05-03",0
"127864",207761,"Lolita","Frangulyan","U","1986-04-04",0
"127865",207762,"Arthi","Venkatesan","U","1977-03-02",0
"127866",207763,"Marta","Simic","U","1983-09-09",0
"127867",207764,"Vanja","Mikovic","R","1984-12-08",0
"127868",207765,"Malvina","De La Canal","U","1986-05-04",0
"127869",207766,"Andreea","Fusea","U","1983-01-12",0
"127870",207767,"Natalie","Mikolich","U","1983-04-01",0
"127871",207768,"Jennifer","Langer","U","1983-07-02",0
"127872",207769,"Claire","Sessions Bailey","U","1970-05-27",0
"127873",207770,"Caroline","Hora","U","1975-03-13",0
"127874",207771,"Lauren","Rose","U","1978-03-16",0
"127875",207772,"Alison","Ojeda","U","1979-11-29",0
"127876",207773,"Laura","Ritchey","R","1971-06-24",0
"127877",207774,"Katia","Bogomolova","U","1981-08-16",0
"127878",207775,"Maria Florica","Pandele","U","1978-02-10",0
"127879",207776,"Kara","Warkentin","U","1977-12-02",0
"127880",207777,"Violette","Ahn","U","1979-09-27",0
"127881",207778,"Lisa","Pugliese","U","1974-02-21",0
"127882",207779,"Evonne","Allerkamp","U","1974-09-23",0
"127883",207780,"Andrea","Ho","U","1979-06-18",0
"127884",207781,"Mandy","Carvalho","U","1979-03-12",0
"127885",207782,"Diana","Laksono","U","1981-10-20",0
"127886",207783,"Jessica","Balbuena","U","1980-04-15",0
"127887",207784,"Rui Jing","Wong","U","1982-04-22",0
"127888",207785,"Emily","Jacobs","U","1981-11-19",0
"127889",207786,"Callie","Creighton","U","1977-07-11",0
"127890",207787,"Maggie","Harris","U","1975-05-29",0
"127891",207788,"Elina","Bairos","U","1982-05-21",0
"127892",207789,"Terry Ann","Zawacki","U","1974-04-28",0
"127893",207790,"Kimberly","Gates","R","1979-07-25",0
"127894",207791,"Bettina","Roberts","U","1982-07-18",0
"127895",207792,"Lindsay","Blau","U","1980-05-19",0
"127896",207793,"Johanna","Sones","U","1975-05-18",0
"127897",207794,"Amy","Newman","U","1979-01-24",0
"127898",207795,"Cassandra","Godfrey","U","1980-09-29",0
"127899",207796,"Jiang","Yu","U","1977-05-01",0
"127900",207797,"Meiling","Parks","U","1979-11-12",0
"127901",207798,"Jennifer","De Spain","U","1978-10-20",0
"127902",207799,"Vania","Apodaca","U","1981-04-28",0
"127903",207800,"Megan","Racette","U","1983-10-14",0
"127904",207801,"Lindsey","Stead","U","1980-02-01",0
"127905",207802,"Angela","Arean","U","1982-11-22",0
"127906",207803,"Avel Romaly","Coronado","L","1985-06-26",0
"127907",207804,"Anabella","Duque","U","1983-08-27",0
"127908",207805,"Jessica","Simosa","U","1984-02-28",0
"127909",207806,"Mariana","Melo","U","1984-05-12",0
"127910",207807,"Viviana","Yrureta","U","1985-09-23",0
"127911",207808,"Alexandra","Nieto","U","1983-09-27",0
"127912",207809,"Layla","Tohme","U","1980-11-25",0
"127913",207810,"Maria Elizabeth","Lopez","L","1983-01-06",0
"127914",207811,"Maria Karina","Lomena","U","1981-08-29",0
"127915",207812,"Eleonora","Vegliante","U","1973-07-21",0
"127916",207813,"Marianne","Sibille","U","1979-09-20",0
"127917",207814,"Megan","Marton","U","1982-04-11",0
"127918",207815,"Alejandra","Lopez","U","1980-08-27",0
"127919",207816,"Diana","Martin","U","1982-10-21",0
"127920",207817,"Claudia","Nieto","U","1980-12-01",0
"127921",207818,"Lia","Fabiano","U","1981-05-31",0
"127922",207819,"Mindy","Salas","U","1980-02-28",0
"127923",207820,"Vanessa","Nieto","U","1984-01-30",0
"127924",207821,"Zuzana","Melicherova","U","1984-01-25",0
"127925",207822,"Carolina","Aristimuno","U","1981-01-25",0
"127926",207823,"Emily","Leonardi","U","1974-05-26",0
"127927",207824,"Aleksandra","Jecmenica","U","1985-08-18",0
"127928",207825,"Sanja","Jukic","U","1982-09-11",0
"127929",207826,"Milica","Jeremic","U","1983-08-05",0
"127930",207827,"Elizabeth","Schranz","U","1981-08-23",0
"127931",207828,"Paula","Iversen","R","1970-02-17",0
"127932",207829,"Angela","Piedrahita","R","1984-03-29",0
"127933",207830,"Maria","Serra","U","1984-11-30",0
"127934",207831,"Sandra","Leborgne","U","1982-01-16",0
"127935",207832,"Pilar","Escandell Planells","U","1984-10-12",0
"127936",207833,"Mirte","Ros","U","1981-05-10",0
"127937",207834,"Asami","Suzuki","U","1985-11-07",0
"127938",207835,"Cecile","Leclere","U","1980-05-15",0
"127939",207836,"Jennie","Loow","U","1983-02-22",0
"127940",207837,"Cristina","Cabello Gonzalez","U","1984-04-10",0
"127941",207838,"Tereza","Szafnerova","U","1982-09-30",0
"127942",207839,"Viola","Wacker","U","1984-07-28",0
"127943",207840,"Luiza","Borges","U","1986-11-10",0
"127944",207841,"Annabel","Youthed","U","1984-09-17",0
"127945",207842,"Roseta","Navarro Pons","R","1986-12-23",0
"127946",207843,"Viktoria","Bucalic","U","1980-09-16",0
"127947",207844,"Megan","Emmett","U","1984-02-29",0
"127948",207845,"Dong Bo","Lei","U","1983-03-05",0
"127949",207846,"Yang","Liu","U","1982-05-22",0
"127950",207847,"Sunna Kristina","Barthel","U","1984-04-18",0
"127951",207848,"Anne Laure","Brochard","U","1980-04-16",0
"127952",207849,"Medhini","Sharma","U","1984-10-17",0
"127953",207850,"Krisel","Sverko","U","1983-06-16",0
"127954",207851,"Yasmin","Ulrich","U","1985-07-12",0
"127955",207852,"Barbara","Orlai","U","1982-08-04",0
"127956",207853,"Elli","Kokoliou","U","1985-06-02",0
"127957",207854,"Eleni","Karakeke","U","1985-01-09",0
"127958",207855,"Susanne","Aigner","U","1983-12-15",0
"127959",207856,"Nichala","Reddy Boda","U","1983-09-21",0
"127960",207857,"Radhika","Mandke","U","1981-02-20",0
"127961",207858,"Harriet","Piercy","R","1983-02-21",0
"127962",207859,"Larissa","Deschamps","U","1985-12-10",0
"127963",207860,"Luiza","Barcaui","U","1987-12-26",0
"127964",207861,"Frances","Hendry","U","1985-11-05",0
"127965",207862,"Vincerzo","Napolio","U","1942-10-22",0
"127966",207863,"Maria Paz","Jimenez Barquero","U","1984-12-08",0
"127967",207864,"Aleksandra","Kujawska","U","1982-12-20",0
"127968",207865,"Nadzeya","Lysak","U","1984-07-24",0
"127969",207866,"Wioletta","Kaczmarek","U","1983-02-05",0
"127970",207867,"Megan","Schmulbach","U","1984-09-20",0
"127971",207868,"Nicolette","Mechem","U","1983-11-08",0
"127972",207869,"Nancy","Loeffler Caro","L","1961-10-11",0
"127973",207870,"Anita","Ivancevic","U","1986-02-19",0
"127974",207871,"Alessandra","Jordan","U","1987-01-12",0
"127975",207872,"Aradhana","Sarohia","U","1982-07-09",0
"127976",207873,"Tiffany","Smith","U","1983-12-28",0
"127977",207874,"Petra","Vojtaskova","U","1983-04-23",0
"127978",207875,"Barbora","Strnadova","U","1984-06-02",0
"127979",207876,"Hana","Kraftova","U","1983-02-06",0
"127980",207877,"Anita","Csendes","U","1981-10-02",0
"127981",207878,"Macey","Breece","U","1983-02-24",0
"127982",207879,"Gaelle","Adda","R","1977-11-15",0
"127983",207880,"Donna","Calvert","U","1981-02-22",0
"127984",207881,"Kelcy","Tefft","U","1986-12-25",0
"127985",207882,"Caylan","Leslie","U","1982-07-01",0
"127986",207883,"Stephanie","Price","U","1982-09-23",0
"127987",207884,"Jan","Bardot","U","1958-03-17",0
"127988",207885,"Caroline","Korsawe","U","1984-06-06",0
"127989",207886,"Serena","Bergomi","R","1985-05-03",0
"127990",207887,"Carine","Vermeulen","U","1984-06-07",0
"127991",207888,"Candice","Meyer","U","1982-12-24",0
"127992",207889,"Ruxandra","Marin","U","1983-09-01",0
"127993",207890,"Nadia","Solomon","R","1986-12-25",0
"127994",207891,"Megan","Sandwith","U","1986-03-18",0
"127995",207892,"Maretha","Van Niekerk","U","1984-03-26",0
"127996",207893,"Cigdem","Duru","U","1986-05-07",0
"127997",207894,"Selen","Surel","U","1986-06-24",0
"127998",207895,"Ana","Cetnik","U","1983-01-13",0
"127999",207896,"Alexa","De Bont","U","1980-01-29",0
"128000",207897,"Sylwia","Ziolkowska","U","1984-07-25",0
"128001",207898,"Tarryn","Terblanche","R","1986-03-22",0
"128002",207899,"Hayley","St Leger","U","1985-05-30",0
"128003",207900,"Gertruda","Nagtzaam","U","1981-12-30",0
"128004",207901,"Kate","Boomershine","U","1983-05-30",0
"128005",207902,"Karen","Fodera","U","1967-12-05",0
"128006",207903,"Sarah Jane","Connelly","U","1982-08-02",0
"128007",207904,"Catrina","Thompson","U","1984-09-13",0
"128008",207905,"Eveline","Rusdianto","U","1983-10-23",0
"128009",207906,"Bethany","Griffin","U","1982-11-29",0
"128010",207907,"Csilla","Dobo","U","1976-03-15",0
"128011",207908,"Cecile","Baijot","L","1985-10-30",0
"128012",207909,"Luisa","Cowper","U","1983-12-19",0
"128013",207910,"Lindsay","Ferrell","U","1982-08-11",0
"128014",207911,"Kathleen","Blaszak","U","1982-09-17",0
"128015",207912,"Rocio","Amadio","R","1984-08-03",0
"128016",207913,"Claudia","Strauss","U","1985-07-11",0
"128017",207914,"Paola","Iovino","R","1986-03-25",0
"128018",207915,"Emma","Zuleta","U","1985-08-23",0
"128019",207916,"Zobaida","Mottola","U","1985-06-25",0
"128020",207917,"Helen","Wisnienski","U","1987-06-09",0
"128021",207918,"Rachel","Halligan","R","1984-01-03",0
"128022",207919,"Celine","Francois","U","1982-08-12",0
"128023",207920,"Amy","Burson","U","1981-04-15",0
"128024",207921,"Emilia","Anderson","U","1982-02-04",0
"128025",207922,"Colleen","Cheng","U","1979-02-12",0
"128026",207923,"Ashlee","Davis","R","1985-05-22",0
"128027",207924,"Saras","Arasu","R","1983-07-26",0
"128028",207925,"Brittany","Brown","U","1985-04-20",0
"128029",207926,"Constanza","Politi","U","1986-06-26",0
"128030",207927,"Rossella","Sartore","U","1984-02-16",0
"128031",207928,"Paola","Gamboa","U","1985-08-27",0
"128032",207929,"Fatima Zohra","Benboubker","U","1985-01-30",0
"128033",207930,"Nisrine","Hajbane","U","1984-04-04",0
"128034",207931,"Mouna","Sabri","U","1984-02-02",0
"128035",207932,"Hanae","Rhazi","U","1982-06-10",0
"128036",207933,"Sana","Ben Salah","R","1983-12-17",0
"128037",207934,"Meryem","Lahlou","U","1984-05-28",0
"128038",207935,"Milena","Schulz Gartner","U","1983-01-31",0
"128039",207936,"Laura Ramona","Husaru","U","1984-11-02",0
"128040",207937,"Catherine","Grotz","L","1986-12-10",0
"128041",207938,"Diana","Muller","U","1982-03-11",0
"128042",207939,"Laurence","Pont","U","1979-01-17",0
"128043",207940,"Laurence","Jayet","U","1981-04-29",0
"128044",207941,"Christelle","Gerin","U","1984-04-30",0
"128045",207942,"Alexandra","Mayrat","U","1982-11-29",0
"128046",207943,"Monica","Hoz De Vila","U","1985-06-22",0
"128047",207944,"Cecilia","Ampuero","U","1974-09-01",0
"128048",207945,"Kristyna","Horakova","U","1985-05-10",0
"128049",207946,"Katerina","Kocibova","R","1985-06-04",0
"128050",207947,"Yamile","Fors Guerra","U","1977-05-11",0
"128051",207948,"Laila","Shetty","U","1981-08-05",0
"128052",207949,"Victoria","Zabala","U","1985-01-26",0
"128053",207950,"Estefania","Martinez","U","1981-12-19",0
"128054",207951,"Alejandra","Guerra","U","1987-02-13",0
"128055",207952,"Wendy","Galan Dominguez","U","1982-10-09",0
"128056",207953,"Catalina","Angeleri","U","1985-01-26",0
"128057",207954,"Debbie","Carr","U","1975-04-29",0
"128058",207955,"Nasheli","Martinez","U","1984-05-08",0
"128059",207956,"Yanet","Nunez Mojarena","U","1981-07-02",0
"128060",207957,"Cinthia","Saucedo","U","1985-03-29",0
"128061",207958,"Mariana","Lopez Terribile","R","1983-04-29",0
"128062",207959,"Hanne","Camassa","U","1985-07-09",0
"128063",207960,"Katherine","Laidler","U","1982-07-12",0
"128064",207961,"Tiziana","Iezza","U","1982-04-19",0
"128065",207962,"Debora","Carmassi","U","1983-08-03",0
"128066",207963,"Rijana","Puljic","U","1984-11-07",0
"128067",207964,"Nina","Suvak","U","1984-07-25",0
"128068",207965,"Mija","Kresic","U","1984-10-08",0
"128069",207966,"Mariana","Cutuk","R","1985-04-18",0
"128070",207967,"Stephanie","Krappl","U","1984-10-17",0
"128071",207968,"Jelena","Bukulin","U","1984-10-04",0
"128072",207969,"Patricia","Almudever Folch","U","1981-05-26",0
"128073",207970,"Patricia","Munoz Santana","U","1984-03-06",0
"128074",207971,"Maria","Perez Garcia","U","1984-04-18",0
"128075",207972,"Natalia","Tsitouras","U","1983-07-03",0
"128076",207973,"Saranya","Pattabhi","U","1986-07-22",0
"128077",207974,"Shubha","Srinivasan","U","1979-07-27",0
"128078",207975,"Alice","Joy","U","1984-01-23",0
"128079",207976,"Catherine","Hortala","U","1982-09-13",0
"128080",207977,"Jana","Deylova","U","1984-08-01",0
"128081",207978,"Tania","Miro Garcia Pozuelo","U","1986-11-12",0
"128082",207979,"Naina","Karsolia","U","1986-07-12",0
"128083",207980,"Deepanwita","Chakrabarty","U","1985-09-24",0
"128084",207981,"Mamiko","Kawaguchi","U","1983-07-21",0
"128085",207982,"Haruka","Nakamura","U","1984-03-10",0
"128086",207983,"Miglana","Nenova","U","1985-10-07",0
"128087",207984,"Jovana","Stankovic","U","1986-01-10",0
"128088",207985,"Maria Angela","Ferreira","R","1984-12-28",0
"128089",207986,"Madelaine","Madelaire","U","1986-01-02",0
"128090",207987,"Natalia","Sanchez","U","1986-07-15",0
"128091",207988,"Natalie","Beck","U","1985-11-03",0
"128092",207989,"Celena","Mccoury","U","1979-01-30",0
"128093",207990,"Marine","Nizri Spiegel","L","1978-09-29",0
"128094",207991,"Amanda","Parson Siegel","U","1973-12-23",0
"128095",207992,"Cara","Robinette","U","1973-04-24",0
"128096",207993,"Loni","Worsley","U","1981-09-28",0
"128097",207994,"Anna","Jaen Seire","U","1985-10-28",0
"128098",207995,"Kirsty","Mcrae","U","1984-06-19",0
"128099",207996,"Belen","Pandre","U","1983-07-13",0
"128100",207997,"Julieta","Calabrese","U","1978-08-25",0
"128101",207998,"Lucia","Garcia","U","1985-12-16",0
"128102",207999,"Amina","El Sahn","L","1986-09-18",0
"128103",208000,"Marina","Tishkova","U","1984-07-11",0
"128104",208001,"Azzurra","Fonsmorti","U","1984-08-08",0
"128105",208002,"Francesca","Cicciu","U","1982-10-06",0
"128106",208003,"Maria","Kravcenko","U","1983-02-10",0
"128107",208004,"Vanessa","Pallucci","U","1982-06-11",0
